post_id,upload_date,content_id,media_id,traffic_id,likes,comments,shares,saves,reach,impressions,followers_gained,engagement_rate,total_engagement,engagement_growth_rate,high_engagement_flag,avg_engagement_by_media,is_outlier,traffic_source
IG0025911,2025-01-11 09:25:22.954916,25800,2,1,114476,2109,1547,3381,1563455,2012487,475,6.04,121513,0.040457964285091075,1,114825.70437121722,0,Home Feed
IG0025912,2025-09-05 09:25:22.954916,25801,2,3,52307,5429,3598,801,228091,272015,767,22.84,62135,-0.07589373937921085,0,114825.70437121722,0,Reels Feed
IG0025913,2025-03-18 09:25:22.954916,25802,1,3,128379,1604,14,124,1854852,2322986,933,5.6,130121,0.08784211024389488,1,115250.29181636726,0,Reels Feed
IG0025914,2025-07-22 09:25:22.954916,25803,3,6,10225,5339,2987,9295,678168,1161640,312,2.4,27846,0.014344171843597486,0,114632.7176658248,0,Explore
IG0025915,2025-03-09 09:25:22.954916,25804,4,4,156671,4245,1551,2201,1976928,2101938,471,7.83,164668,0.08784211024389488,1,114984.38732394367,0,External
IG0025916,2025-11-13 09:25:22.954916,25805,4,2,166364,3610,3278,12114,1873183,2177026,506,8.51,185366,-0.36360818237712866,1,114984.38732394367,0,Hashtags
IG0025917,2025-04-21 09:25:22.954916,25806,4,4,165230,4326,3846,10376,969491,1425804,902,12.89,183778,-0.004242380999987194,1,114984.38732394367,0,External
IG0025918,2025-06-21 09:25:22.954916,25807,3,1,157997,9898,481,5103,1490543,1962809,203,8.84,173479,-0.03784233807712889,1,114632.7176658248,0,Home Feed
IG0025919,2024-11-27 09:25:22.954916,25808,2,2,4149,3784,779,1636,680965,953030,917,1.09,10348,,0,114825.70437121722,0,Hashtags
IG0025920,2025-02-20 09:25:22.954916,25809,4,6,197218,7295,3994,94,1184719,1654444,579,12.61,208601,-0.11259499490553204,1,114984.38732394367,0,Explore
IG0025921,2025-02-08 09:25:22.954916,25810,4,2,21492,6916,4336,3244,1695209,1798403,22,2.0,35988,-0.11259499490553204,0,114984.38732394367,0,Hashtags
IG0025922,2025-01-10 09:25:22.954916,25811,2,1,8176,771,1558,5876,759342,1015589,964,1.61,16381,0.040457964285091075,0,114825.70437121722,0,Home Feed
IG0025923,2025-09-23 09:25:22.954916,25812,3,1,735,7983,2153,7870,1790134,2096574,901,0.89,18741,-0.07589373937921085,0,114632.7176658248,0,Home Feed
IG0025924,2025-07-09 09:25:22.954916,25813,2,5,97935,5382,2031,13642,352639,429097,649,27.73,118990,0.014344171843597486,1,114825.70437121722,0,Profile
IG0025925,2025-11-14 09:25:22.954916,25814,4,3,39936,9676,2447,562,1692276,1998577,387,2.63,52621,-0.36360818237712866,0,114984.38732394367,0,Reels Feed
IG0025926,2025-05-16 09:25:22.954916,25815,3,5,84146,854,1736,14918,300815,328802,902,30.92,101654,0.03191992545539479,0,114632.7176658248,0,Profile
IG0025927,2025-11-17 09:25:22.954916,25816,3,3,189036,1172,3639,7019,996860,1171649,909,17.14,200866,-0.36360818237712866,1,114632.7176658248,0,Reels Feed
IG0025928,2025-04-07 09:25:22.954916,25817,1,2,125800,3762,4603,9129,345070,674017,587,21.26,143294,-0.004242380999987194,1,115250.29181636726,0,Hashtags
IG0025929,2025-09-21 09:25:22.954916,25818,4,6,39571,4994,1614,14022,359348,505319,139,11.91,60201,-0.07589373937921085,0,114984.38732394367,0,Explore
IG0025930,2024-12-09 09:25:22.954916,25819,1,1,187066,9541,3769,1263,700007,953110,312,21.16,201639,1.5762157805332802,1,115250.29181636726,0,Home Feed
IG0025931,2025-06-25 09:25:22.954916,25820,2,2,97321,4460,788,353,1465457,1885783,38,5.46,102922,-0.03784233807712889,0,114825.70437121722,0,Hashtags
IG0025932,2025-06-26 09:25:22.954916,25821,4,3,127636,9282,1397,3402,1967892,2128292,427,6.66,141717,-0.03784233807712889,1,114984.38732394367,0,Reels Feed
IG0025933,2025-04-12 09:25:22.954916,25822,1,2,75043,5282,4792,13660,553986,855800,20,11.54,98777,-0.004242380999987194,0,115250.29181636726,0,Hashtags
IG0025934,2025-07-31 09:25:22.954916,25823,4,6,11521,2420,1897,6312,1861007,2358918,77,0.94,22150,0.014344171843597486,0,114984.38732394367,0,Explore
IG0025935,2025-08-16 09:25:22.954916,25824,4,1,152067,1949,714,6911,853480,1216565,111,13.29,161641,-0.0070419591586720065,1,114984.38732394367,0,Home Feed
IG0025936,2025-07-13 09:25:22.954916,25825,3,1,186696,57,3434,6153,263005,299788,300,65.49,196340,0.014344171843597486,1,114632.7176658248,1,Home Feed
IG0025937,2025-01-01 09:25:22.954916,25826,4,1,122802,8672,3591,7536,63517,412425,35,34.58,142601,0.040457964285091075,1,114984.38732394367,1,Home Feed
IG0025938,2025-11-19 09:25:22.954916,25827,4,1,75781,8972,794,14306,1451587,1776019,417,5.62,99853,-0.36360818237712866,0,114984.38732394367,0,Home Feed
IG0025939,2024-12-25 09:25:22.954916,25828,1,3,27308,3103,2101,979,1333229,1825084,217,1.84,33491,1.5762157805332802,0,115250.29181636726,0,Reels Feed
IG0025940,2024-11-26 09:25:22.954916,25829,2,2,141296,9640,2325,13693,128299,283231,898,58.95,166954,,1,114825.70437121722,1,Hashtags
IG0025941,2025-03-16 09:25:22.954916,25830,4,1,53411,7836,4725,12762,675198,743119,473,10.6,78734,0.08784211024389488,0,114984.38732394367,0,Home Feed
IG0025942,2025-08-07 09:25:22.954916,25831,4,4,23081,8955,268,13007,351150,485284,617,9.34,45311,-0.0070419591586720065,0,114984.38732394367,0,External
IG0025943,2025-07-15 09:25:22.954916,25832,4,6,167940,5818,2191,11554,1937882,2038951,644,9.2,187503,0.014344171843597486,1,114984.38732394367,0,Explore
IG0025944,2025-06-12 09:25:22.954916,25833,4,2,148169,960,1918,9270,597015,676490,718,23.7,160317,-0.03784233807712889,1,114984.38732394367,0,Hashtags
IG0025945,2025-02-24 09:25:22.954916,25834,2,1,96071,9843,2375,14500,940275,1143886,625,10.73,122789,-0.11259499490553204,1,114825.70437121722,0,Home Feed
IG0025946,2024-11-26 09:25:22.954916,25835,3,3,47370,9180,754,14715,382652,804530,504,8.95,72019,,0,114632.7176658248,0,Reels Feed
IG0025947,2024-12-30 09:25:22.954916,25836,2,2,90277,9775,216,14010,1880662,2281115,848,5.01,114278,1.5762157805332802,0,114825.70437121722,0,Hashtags
IG0025948,2025-08-04 09:25:22.954916,25837,4,2,41398,7090,607,9990,1365890,1822352,861,3.24,59085,-0.0070419591586720065,0,114984.38732394367,0,Hashtags
IG0025949,2025-06-29 09:25:22.954916,25838,1,5,8659,3687,104,6537,1139775,1184095,581,1.6,18987,-0.03784233807712889,0,115250.29181636726,0,Profile
IG0025950,2025-09-17 09:25:22.954916,25839,2,6,194063,3801,3654,6980,1818526,2052339,836,10.16,208498,-0.07589373937921085,1,114825.70437121722,0,Explore
IG0025951,2025-08-22 09:25:22.954916,25840,4,5,41987,8484,664,13503,792666,1229573,974,5.26,64638,-0.0070419591586720065,0,114984.38732394367,0,Profile
IG0025952,2025-10-02 09:25:22.954916,25841,4,4,4070,4013,3688,6616,104760,270404,729,6.8,18387,0.09570235902554791,0,114984.38732394367,0,External
IG0025953,2025-02-11 09:25:22.954916,25842,4,5,156051,7712,113,3684,321824,741031,605,22.61,167560,-0.11259499490553204,1,114984.38732394367,0,Profile
IG0025954,2025-07-03 09:25:22.954916,25843,3,2,4970,9480,298,12033,1107738,1200579,591,2.23,26781,0.014344171843597486,0,114632.7176658248,0,Hashtags
IG0025955,2025-02-02 09:25:22.954916,25844,2,3,89995,9726,1313,13338,791468,1130740,283,10.11,114372,-0.11259499490553204,0,114825.70437121722,0,Reels Feed
IG0025956,2025-10-27 09:25:22.954916,25845,2,2,21557,994,4490,300,1968235,2117628,182,1.29,27341,0.09570235902554791,0,114825.70437121722,0,Hashtags
IG0025957,2025-05-08 09:25:22.954916,25846,1,5,22203,5996,2168,14588,1257872,1426759,883,3.15,44955,0.03191992545539479,0,115250.29181636726,0,Profile
IG0025958,2025-10-10 09:25:22.954916,25847,2,2,158832,9795,188,3291,321554,353314,633,48.71,172106,0.09570235902554791,1,114825.70437121722,1,Hashtags
IG0025959,2025-06-16 09:25:22.954916,25848,2,6,21447,2015,4103,192,612243,892812,744,3.11,27757,-0.03784233807712889,0,114825.70437121722,0,Explore
IG0025960,2025-01-30 09:25:22.954916,25849,2,2,114540,809,3734,6384,1273835,1452766,663,8.64,125467,0.040457964285091075,1,114825.70437121722,0,Hashtags
IG0025961,2025-06-05 09:25:22.954916,25850,2,6,109113,4445,4883,9967,476406,933697,330,13.75,128408,-0.03784233807712889,1,114825.70437121722,0,Explore
IG0025962,2025-04-20 09:25:22.954916,25851,1,1,149787,8400,2907,12452,1636793,1678945,67,10.34,173546,-0.004242380999987194,1,115250.29181636726,0,Home Feed
IG0025963,2025-11-09 09:25:22.954916,25852,4,1,172394,4848,4861,8447,702811,997690,610,19.1,190550,-0.36360818237712866,1,114984.38732394367,0,Home Feed
IG0025964,2024-12-07 09:25:22.954916,25853,2,1,75671,7365,41,2615,1202533,1329663,970,6.44,85692,1.5762157805332802,0,114825.70437121722,0,Home Feed
IG0025965,2025-03-06 09:25:22.954916,25854,4,2,195727,2719,4250,3734,316522,746625,867,27.65,206430,0.08784211024389488,1,114984.38732394367,0,Hashtags
IG0025966,2025-02-06 09:25:22.954916,25855,3,5,183969,2376,163,2674,158786,531335,865,35.61,189182,-0.11259499490553204,1,114632.7176658248,1,Profile
IG0025967,2024-12-27 09:25:22.954916,25856,3,6,172937,3226,2432,12682,888130,1345239,288,14.22,191277,1.5762157805332802,1,114632.7176658248,0,Explore
IG0025968,2025-03-23 09:25:22.954916,25857,3,2,88829,7326,2047,48,1187230,1248338,719,7.87,98250,0.08784211024389488,0,114632.7176658248,0,Hashtags
IG0025969,2024-12-04 09:25:22.954916,25858,3,1,145697,4134,4029,12816,682340,736564,581,22.63,166676,1.5762157805332802,1,114632.7176658248,0,Home Feed
IG0025970,2025-11-06 09:25:22.954916,25859,2,2,2587,9972,3777,1191,1074483,1544667,311,1.13,17527,-0.36360818237712866,0,114825.70437121722,0,Hashtags
IG0025971,2025-09-23 09:25:22.954916,25860,1,3,127029,538,3310,11543,800750,892838,969,15.95,142420,-0.07589373937921085,1,115250.29181636726,0,Reels Feed
IG0025972,2025-03-02 09:25:22.954916,25861,4,5,157267,9025,1367,3465,1440902,1863876,805,9.18,171124,0.08784211024389488,1,114984.38732394367,0,Profile
IG0025973,2025-04-01 09:25:22.954916,25862,4,4,84915,6558,4359,2183,1863521,1922251,67,5.1,98015,-0.004242380999987194,0,114984.38732394367,0,External
IG0025974,2025-05-10 09:25:22.954916,25863,4,6,80385,6429,1328,8188,1855337,2063273,124,4.67,96330,0.03191992545539479,0,114984.38732394367,0,Explore
IG0025975,2025-05-26 09:25:22.954916,25864,3,4,45263,1662,1908,6359,1896380,2230302,275,2.47,55192,0.03191992545539479,0,114632.7176658248,0,External
IG0025976,2025-05-11 09:25:22.954916,25865,3,2,76696,8948,1402,7733,1725329,2085639,511,4.54,94779,0.03191992545539479,0,114632.7176658248,0,Hashtags
IG0025977,2025-08-24 09:25:22.954916,25866,3,4,33855,8265,2585,14561,1617676,1866728,328,3.17,59266,-0.0070419591586720065,0,114632.7176658248,0,External
IG0025978,2025-04-22 09:25:22.954916,25867,3,1,18783,5831,3139,412,1149243,1264421,196,2.23,28165,-0.004242380999987194,0,114632.7176658248,0,Home Feed
IG0025979,2024-12-04 09:25:22.954916,25868,2,1,142113,5971,1223,13986,1072566,1118504,416,14.6,163293,1.5762157805332802,1,114825.70437121722,0,Home Feed
IG0025980,2024-12-21 09:25:22.954916,25869,2,2,30282,9106,2618,6956,824493,1123828,100,4.36,48962,1.5762157805332802,0,114825.70437121722,0,Hashtags
IG0025981,2025-07-31 09:25:22.954916,25870,1,2,191443,50,3620,2011,171159,212419,107,92.8,197124,0.014344171843597486,1,115250.29181636726,1,Hashtags
IG0025982,2025-03-09 09:25:22.954916,25871,1,1,137529,2805,3888,6833,483305,564099,948,26.78,151055,0.08784211024389488,1,115250.29181636726,0,Home Feed
IG0025983,2025-06-25 09:25:22.954916,25872,2,4,71898,125,1369,1280,1277369,1477843,917,5.05,74672,-0.03784233807712889,0,114825.70437121722,0,External
IG0025984,2025-01-24 09:25:22.954916,25873,4,1,91637,4807,1955,8388,1759209,1933556,353,5.52,106787,0.040457964285091075,0,114984.38732394367,0,Home Feed
IG0025985,2025-10-01 09:25:22.954916,25874,1,1,16001,5893,3473,5113,806761,1206267,437,2.53,30480,0.09570235902554791,0,115250.29181636726,0,Home Feed
IG0025986,2025-07-14 09:25:22.954916,25875,2,6,83485,9138,3819,13613,440657,501469,823,21.95,110055,0.014344171843597486,0,114825.70437121722,0,Explore
IG0025987,2025-05-14 09:25:22.954916,25876,2,3,80352,2703,3847,13205,1326178,1582484,339,6.33,100107,0.03191992545539479,0,114825.70437121722,0,Reels Feed
IG0025988,2025-04-17 09:25:22.954916,25877,2,4,156303,3424,4960,7019,910736,1216254,429,14.12,171706,-0.004242380999987194,1,114825.70437121722,0,External
IG0025989,2025-06-22 09:25:22.954916,25878,2,1,93811,1335,2827,7594,349460,406052,947,26.0,105567,-0.03784233807712889,0,114825.70437121722,0,Home Feed
IG0025990,2025-06-23 09:25:22.954916,25879,2,3,23035,2025,1074,4538,942801,1424104,625,2.15,30672,-0.03784233807712889,0,114825.70437121722,0,Reels Feed
IG0025991,2025-09-09 09:25:22.954916,25880,2,1,136147,2495,3322,10949,639646,708316,139,21.59,152913,-0.07589373937921085,1,114825.70437121722,0,Home Feed
IG0025992,2024-11-28 09:25:22.954916,25881,1,5,111939,5901,1024,4165,1279447,1599227,837,7.69,123029,,1,115250.29181636726,0,Profile
IG0025993,2025-04-20 09:25:22.954916,25882,2,6,3105,4265,2702,10313,341513,436371,690,4.67,20385,-0.004242380999987194,0,114825.70437121722,0,Explore
IG0025994,2025-05-19 09:25:22.954916,25883,4,5,125708,8216,3078,11060,1282161,1642165,636,9.02,148062,0.03191992545539479,1,114984.38732394367,0,Profile
IG0025995,2025-06-29 09:25:22.954916,25884,2,3,135420,106,3761,5410,1812162,2066304,871,7.0,144697,-0.03784233807712889,1,114825.70437121722,0,Reels Feed
IG0025996,2025-06-28 09:25:22.954916,25885,4,5,48467,9574,2383,4658,833518,868265,776,7.5,65082,-0.03784233807712889,0,114984.38732394367,0,Profile
IG0025997,2025-02-15 09:25:22.954916,25886,2,4,15868,2973,1884,4087,1115603,1411885,714,1.76,24812,-0.11259499490553204,0,114825.70437121722,0,External
IG0025998,2025-05-04 09:25:22.954916,25887,1,4,17373,5400,4441,8500,1681709,2077930,493,1.72,35714,0.03191992545539479,0,115250.29181636726,0,External
IG0025999,2025-01-27 09:25:22.954916,25888,1,6,183021,942,3891,2717,963001,1176634,395,16.2,190571,0.040457964285091075,1,115250.29181636726,0,Explore
IG0026000,2025-06-17 09:25:22.954916,25889,1,1,40752,4021,3996,12361,80917,256209,913,23.86,61130,-0.03784233807712889,0,115250.29181636726,0,Home Feed
IG0026001,2025-09-28 09:25:22.954916,25890,3,1,184888,1842,3076,3699,971812,1045980,426,18.5,193505,-0.07589373937921085,1,114632.7176658248,0,Home Feed
IG0026002,2025-10-06 09:25:22.954916,25891,2,5,150394,9172,694,14382,716622,1131789,712,15.43,174642,0.09570235902554791,1,114825.70437121722,0,Profile
IG0026003,2025-03-22 09:25:22.954916,25892,1,5,96885,1566,2549,6602,360405,779907,381,13.8,107602,0.08784211024389488,0,115250.29181636726,0,Profile
IG0026004,2025-02-12 09:25:22.954916,25893,3,4,113422,5779,4229,5928,827162,1081835,322,11.96,129358,-0.11259499490553204,1,114632.7176658248,0,External
IG0026005,2025-10-20 09:25:22.954916,25894,2,6,133967,7376,1923,4250,158954,198873,872,74.18,147516,0.09570235902554791,1,114825.70437121722,1,Explore
IG0026006,2025-10-08 09:25:22.954916,25895,4,4,54967,9040,4565,3756,742407,976626,103,7.41,72328,0.09570235902554791,0,114984.38732394367,0,External
IG0026007,2025-06-09 09:25:22.954916,25896,4,2,125944,5548,298,5679,652930,855373,298,16.07,137469,-0.03784233807712889,1,114984.38732394367,0,Hashtags
IG0026008,2025-02-20 09:25:22.954916,25897,4,3,145778,4311,1368,6953,220446,575875,976,27.51,158410,-0.11259499490553204,1,114984.38732394367,0,Reels Feed
IG0026009,2025-05-27 09:25:22.954916,25898,3,6,44492,1101,989,11876,228183,708944,164,8.25,58458,0.03191992545539479,0,114632.7176658248,0,Explore
IG0026010,2025-07-31 09:25:22.954916,25899,4,3,5181,4316,549,14212,1823258,1844840,440,1.31,24258,0.014344171843597486,0,114984.38732394367,0,Reels Feed
IG0026011,2025-10-16 09:25:22.954916,25900,3,3,30240,6146,2413,3681,961658,1457879,412,2.91,42480,0.09570235902554791,0,114632.7176658248,0,Reels Feed
IG0026012,2025-04-02 09:25:22.954916,25901,2,1,58724,5942,806,12688,576411,793881,637,9.85,78160,-0.004242380999987194,0,114825.70437121722,0,Home Feed
IG0026013,2025-04-01 09:25:22.954916,25902,2,4,148883,9385,4508,12166,240595,439287,781,39.82,174942,-0.004242380999987194,1,114825.70437121722,1,External
IG0026014,2025-11-01 09:25:22.954916,25903,1,5,100302,4499,3311,13473,1259602,1465333,951,8.3,121585,-0.36360818237712866,1,115250.29181636726,0,Profile
IG0026015,2025-07-02 09:25:22.954916,25904,3,6,19565,187,1815,14072,1223547,1643863,774,2.17,35639,0.014344171843597486,0,114632.7176658248,0,Explore
IG0026016,2025-07-22 09:25:22.954916,25905,1,1,84258,4280,1594,5754,577408,1032428,216,9.29,95886,0.014344171843597486,0,115250.29181636726,0,Home Feed
IG0026017,2024-11-24 09:25:22.954916,25906,3,5,29700,6038,2598,6005,184073,597982,755,7.42,44341,,0,114632.7176658248,0,Profile
IG0026018,2025-10-30 09:25:22.954916,25907,2,3,51163,4853,398,2689,506793,575788,387,10.26,59103,0.09570235902554791,0,114825.70437121722,0,Reels Feed
IG0026019,2025-06-02 09:25:22.954916,25908,3,4,80266,1498,1707,5315,1054827,1348995,141,6.58,88786,-0.03784233807712889,0,114632.7176658248,0,External
IG0026020,2025-11-04 09:25:22.954916,25909,2,5,167571,9617,3147,1412,1599053,1857961,34,9.78,181747,-0.36360818237712866,1,114825.70437121722,0,Profile
IG0026021,2025-09-06 09:25:22.954916,25910,1,1,78762,38,4250,5346,221244,489383,953,18.06,88396,-0.07589373937921085,0,115250.29181636726,0,Home Feed
IG0026022,2025-06-23 09:25:22.954916,25911,4,4,55783,3991,3533,7732,1752509,1885680,264,3.77,71039,-0.03784233807712889,0,114984.38732394367,0,External
IG0026023,2025-03-31 09:25:22.954916,25912,2,4,77528,3046,3189,4731,495679,806480,409,10.97,88494,0.08784211024389488,0,114825.70437121722,0,External
IG0026024,2024-11-19 09:25:22.954916,25913,1,4,121048,5423,1961,1237,1522534,1892054,302,6.85,129669,,1,115250.29181636726,0,External
IG0026025,2025-02-26 09:25:22.954916,25914,2,5,49058,33,1423,1577,1982107,2044636,427,2.55,52091,-0.11259499490553204,0,114825.70437121722,0,Profile
IG0026026,2025-04-24 09:25:22.954916,25915,4,3,185280,4900,2564,3174,837222,863052,386,22.7,195918,-0.004242380999987194,1,114984.38732394367,0,Reels Feed
IG0026027,2025-03-07 09:25:22.954916,25916,4,2,8281,3560,3239,9153,1971117,2095862,853,1.16,24233,0.08784211024389488,0,114984.38732394367,0,Hashtags
IG0026028,2025-01-06 09:25:22.954916,25917,3,6,188133,3279,2934,5255,1050961,1144823,867,17.44,199601,0.040457964285091075,1,114632.7176658248,0,Explore
IG0026029,2025-11-04 09:25:22.954916,25918,1,4,21007,3259,1846,7780,1461499,1817834,291,1.86,33892,-0.36360818237712866,0,115250.29181636726,0,External
IG0026030,2025-06-04 09:25:22.954916,25919,1,3,66666,8480,20,6542,420733,700171,578,11.67,81708,-0.03784233807712889,0,115250.29181636726,0,Reels Feed
IG0026031,2025-08-19 09:25:22.954916,25920,4,6,53606,2581,1345,8235,2122,341598,196,19.25,65767,-0.0070419591586720065,0,114984.38732394367,0,Explore
IG0026032,2025-10-28 09:25:22.954916,25921,2,1,69175,2566,3138,10867,259053,362692,653,23.64,85746,0.09570235902554791,0,114825.70437121722,0,Home Feed
IG0026033,2025-05-24 09:25:22.954916,25922,1,5,16425,3446,123,11852,808159,1030684,585,3.09,31846,0.03191992545539479,0,115250.29181636726,0,Profile
IG0026034,2025-06-05 09:25:22.954916,25923,4,4,137923,9501,2450,11889,844197,1083586,973,14.93,161763,-0.03784233807712889,1,114984.38732394367,0,External
IG0026035,2025-01-17 09:25:22.954916,25924,2,1,109771,7602,2614,5345,667174,720151,337,17.4,125332,0.040457964285091075,1,114825.70437121722,0,Home Feed
IG0026036,2024-12-16 09:25:22.954916,25925,4,6,78093,9007,618,7761,297886,651220,716,14.66,95479,1.5762157805332802,0,114984.38732394367,0,Explore
IG0026037,2024-12-09 09:25:22.954916,25926,2,2,15814,9740,2416,5831,985424,1483325,555,2.28,33801,1.5762157805332802,0,114825.70437121722,0,Hashtags
IG0026038,2025-03-12 09:25:22.954916,25927,4,2,181887,5359,3840,77,1179034,1527128,274,12.52,191163,0.08784211024389488,1,114984.38732394367,0,Hashtags
IG0026039,2025-11-18 09:25:22.954916,25928,2,6,149979,1659,4896,2183,1622357,1756884,349,9.03,158717,-0.36360818237712866,1,114825.70437121722,0,Explore
IG0026040,2025-08-28 09:25:22.954916,25929,2,6,120511,9936,3886,10935,23909,337748,50,43.01,145268,-0.0070419591586720065,1,114825.70437121722,1,Explore
IG0026041,2025-09-15 09:25:22.954916,25930,1,1,31985,7810,3704,4328,1019850,1300026,165,3.68,47827,-0.07589373937921085,0,115250.29181636726,0,Home Feed
IG0026042,2025-03-05 09:25:22.954916,25931,2,1,57115,865,4899,4068,741329,1015362,853,6.59,66947,0.08784211024389488,0,114825.70437121722,0,Home Feed
IG0026043,2025-07-25 09:25:22.954916,25932,4,6,59199,1818,3856,2581,885402,911106,801,7.4,67454,0.014344171843597486,0,114984.38732394367,0,Explore
IG0026044,2025-02-15 09:25:22.954916,25933,4,2,50374,1758,875,6068,1409948,1826983,46,3.23,59075,-0.11259499490553204,0,114984.38732394367,0,Hashtags
IG0026045,2025-04-14 09:25:22.954916,25934,2,4,84958,1296,2339,8790,1058403,1360481,657,7.16,97383,-0.004242380999987194,0,114825.70437121722,0,External
IG0026046,2025-11-01 09:25:22.954916,25935,2,3,64926,8495,4724,6836,32645,304307,404,27.93,84981,-0.36360818237712866,0,114825.70437121722,0,Reels Feed
IG0026047,2025-02-09 09:25:22.954916,25936,1,6,83002,7714,2825,13219,369164,734615,58,14.53,106760,-0.11259499490553204,0,115250.29181636726,0,Explore
IG0026048,2025-06-07 09:25:22.954916,25937,3,4,80304,6550,39,6922,1120753,1452588,558,6.46,93815,-0.03784233807712889,0,114632.7176658248,0,External
IG0026049,2025-04-01 09:25:22.954916,25938,4,4,80121,8946,2338,1776,1890014,2380730,712,3.91,93181,-0.004242380999987194,0,114984.38732394367,0,External
IG0026050,2025-03-08 09:25:22.954916,25939,2,2,165160,9029,1759,9244,972208,997480,912,18.57,185192,0.08784211024389488,1,114825.70437121722,0,Hashtags
IG0026051,2025-06-13 09:25:22.954916,25940,3,5,180519,7443,2330,7336,636893,672187,685,29.4,197628,-0.03784233807712889,1,114632.7176658248,0,Profile
IG0026052,2025-06-25 09:25:22.954916,25941,2,4,47772,2614,3228,14267,1037012,1451153,562,4.68,67881,-0.03784233807712889,0,114825.70437121722,0,External
IG0026053,2025-02-13 09:25:22.954916,25942,3,3,39152,8559,4172,6133,906738,1322901,780,4.39,58016,-0.11259499490553204,0,114632.7176658248,0,Reels Feed
IG0026054,2025-04-22 09:25:22.954916,25943,4,4,152167,5972,4418,1859,912075,980771,760,16.76,164416,-0.004242380999987194,1,114984.38732394367,0,External
IG0026055,2025-11-19 09:25:22.954916,25944,1,5,52251,8211,3244,794,878466,966821,694,6.67,64500,-0.36360818237712866,0,115250.29181636726,0,Profile
IG0026056,2025-02-26 09:25:22.954916,25945,2,1,33519,2718,4917,9450,1499723,1763235,738,2.87,50604,-0.11259499490553204,0,114825.70437121722,0,Home Feed
IG0026057,2025-08-25 09:25:22.954916,25946,1,4,33677,6846,120,13031,1337151,1692130,374,3.17,53674,-0.0070419591586720065,0,115250.29181636726,0,External
IG0026058,2025-06-01 09:25:22.954916,25947,1,2,35364,6234,2243,4012,1019285,1176920,883,4.07,47853,-0.03784233807712889,0,115250.29181636726,0,Hashtags
IG0026059,2024-12-26 09:25:22.954916,25948,4,5,127903,34,1325,8575,94121,170546,399,80.82,137837,1.5762157805332802,1,114984.38732394367,1,Profile
IG0026060,2025-11-03 09:25:22.954916,25949,2,4,153583,6095,1306,7307,485759,528760,696,31.83,168291,-0.36360818237712866,1,114825.70437121722,1,External
IG0026061,2025-11-16 09:25:22.954916,25950,3,2,139306,9037,2537,9593,1390676,1478241,275,10.86,160473,-0.36360818237712866,1,114632.7176658248,0,Hashtags
IG0026062,2024-12-23 09:25:22.954916,25951,3,2,152882,5927,2065,8696,1238221,1403295,442,12.08,169570,1.5762157805332802,1,114632.7176658248,0,Hashtags
IG0026063,2025-10-29 09:25:22.954916,25952,3,1,59041,8739,1668,11331,899859,954940,900,8.46,80779,0.09570235902554791,0,114632.7176658248,0,Home Feed
IG0026064,2025-09-10 09:25:22.954916,25953,4,1,17242,6703,2804,13306,1196424,1533289,263,2.61,40055,-0.07589373937921085,0,114984.38732394367,0,Home Feed
IG0026065,2025-06-13 09:25:22.954916,25954,2,3,141449,4087,262,80,979313,1255709,225,11.62,145878,-0.03784233807712889,1,114825.70437121722,0,Reels Feed
IG0026066,2024-11-22 09:25:22.954916,25955,1,1,82790,6316,2443,2235,1102613,1231134,617,7.62,93784,,0,115250.29181636726,0,Home Feed
IG0026067,2025-11-11 09:25:22.954916,25956,3,4,186103,292,434,7614,33190,141200,744,137.71,194443,-0.36360818237712866,1,114632.7176658248,1,External
IG0026068,2025-05-18 09:25:22.954916,25957,1,6,124725,504,4783,9463,1242975,1495804,811,9.32,139475,0.03191992545539479,1,115250.29181636726,0,Explore
IG0026069,2025-05-04 09:25:22.954916,25958,3,6,184825,1994,2694,9016,185079,187028,214,106.15,198529,0.03191992545539479,1,114632.7176658248,1,Explore
IG0026070,2025-05-20 09:25:22.954916,25959,3,4,178186,3178,2835,12949,1462533,1609063,17,12.25,197148,0.03191992545539479,1,114632.7176658248,0,External
IG0026071,2025-01-12 09:25:22.954916,25960,4,6,70620,2572,3569,7500,225939,394571,797,21.36,84261,0.040457964285091075,0,114984.38732394367,0,Explore
IG0026072,2025-09-27 09:25:22.954916,25961,1,3,93437,8158,2282,2756,850444,1115680,459,9.56,106633,-0.07589373937921085,0,115250.29181636726,0,Reels Feed
IG0026073,2025-03-21 09:25:22.954916,25962,4,5,175595,2641,637,3274,716335,1177011,517,15.48,182147,0.08784211024389488,1,114984.38732394367,0,Profile
IG0026074,2025-07-03 09:25:22.954916,25963,4,3,39412,5598,2657,3726,1812055,1974336,748,2.6,51393,0.014344171843597486,0,114984.38732394367,0,Reels Feed
IG0026075,2025-02-12 09:25:22.954916,25964,1,6,156387,8384,888,2484,11693,50716,725,331.54,168143,-0.11259499490553204,1,115250.29181636726,1,Explore
IG0026076,2025-10-15 09:25:22.954916,25965,2,6,111728,9094,1186,3734,1887054,2156920,847,5.83,125742,0.09570235902554791,1,114825.70437121722,0,Explore
IG0026077,2025-10-26 09:25:22.954916,25966,3,1,75062,3628,815,7954,611708,690955,319,12.66,87459,0.09570235902554791,0,114632.7176658248,0,Home Feed
IG0026078,2024-12-25 09:25:22.954916,25967,3,4,106851,4245,4321,10999,1514334,1820274,643,6.94,126416,1.5762157805332802,1,114632.7176658248,0,External
